Set,Champion,Cost,Role,Origin 1,Origin 2,Class 1,Class 2,Range,Summary,Skill Description,Step,Skill Type,Trigger (When),Condition (Only if),Action Source,Legacy action,Aim Target,Offset,AOE (hex),Skill Range,Count,Volley Shape,Fire Timing,Cast (s),Effect Recipient,Effect Category,Effect Detail,Amount,Scaling Type,Scaling,Effect Cadence,Effect Duration (s),Action group
Set 10,Illaoi,5 Gold,APTank,ILLBEATS,,Bruiser,,1,Tentacle-Slamming Bruiser,"Passive: Every 3/3/3 seconds, Illaoi's tentacles deal 60/60/500% Armor and Magic Resist magic damage to nearby enemies. Active: Gain 100/150/400 Armor and Magic Resist for 3.5 seconds. Revive or fully heal the lowest Health tentacle. Leap at the nearest enemy and deal 100/150/4000% Ability Power magic damage in a large circle 3/3/7 times as tentacles slam in unison.",0.1,Passive,Game Start,—,Self,Static Summon,Self,—,—,1,unknown,—,—,—,—,Summon,(summon),—,—,—,Once,—,Summon
Set 10,Illaoi,5 Gold,APTank,ILLBEATS,,Bruiser,,1,Tentacle-Slamming Bruiser,"Passive: Every 3/3/3 seconds, Illaoi's tentacles deal 60/60/500% Armor and Magic Resist magic damage to nearby enemies. Active: Gain 100/150/400 Armor and Magic Resist for 3.5 seconds. Revive or fully heal the lowest Health tentacle. Leap at the nearest enemy and deal 100/150/4000% Ability Power magic damage in a large circle 3/3/7 times as tentacles slam in unison.",0.2,Passive,Every 3/3/3 seconds,—,Summon,Box AOE,Self,rear edge,Box 1x2,1,1,—,—,—,Enemies in area,Attack,Damage,60/60/500% Armor + MR,—,—,Once,—,AOE
Set 10,Illaoi,5 Gold,APTank,ILLBEATS,,Bruiser,,1,Tentacle-Slamming Bruiser,"Passive: Every 3/3/3 seconds, Illaoi's tentacles deal 60/60/500% Armor and Magic Resist magic damage to nearby enemies. Active: Gain 100/150/400 Armor and Magic Resist for 3.5 seconds. Revive or fully heal the lowest Health tentacle. Leap at the nearest enemy and deal 100/150/4000% Ability Power magic damage in a large circle 3/3/7 times as tentacles slam in unison.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,Armor,100/150/400,—,—,Once,3.5,Direct
Set 10,Illaoi,5 Gold,APTank,ILLBEATS,,Bruiser,,1,Tentacle-Slamming Bruiser,"Passive: Every 3/3/3 seconds, Illaoi's tentacles deal 60/60/500% Armor and Magic Resist magic damage to nearby enemies. Active: Gain 100/150/400 Armor and Magic Resist for 3.5 seconds. Revive or fully heal the lowest Health tentacle. Leap at the nearest enemy and deal 100/150/4000% Ability Power magic damage in a large circle 3/3/7 times as tentacles slam in unison.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,MR,100/150/400,—,—,Once,3.5,Direct
Set 10,Illaoi,5 Gold,APTank,ILLBEATS,,Bruiser,,1,Tentacle-Slamming Bruiser,"Passive: Every 3/3/3 seconds, Illaoi's tentacles deal 60/60/500% Armor and Magic Resist magic damage to nearby enemies. Active: Gain 100/150/400 Armor and Magic Resist for 3.5 seconds. Revive or fully heal the lowest Health tentacle. Leap at the nearest enemy and deal 100/150/4000% Ability Power magic damage in a large circle 3/3/7 times as tentacles slam in unison.",2,Active,After Step 1,If lowest-HP tentacle,Self,Cast,Summon,—,—,1,—,—,—,—,Same to Aim Target,Buff,Heal,100%,—,"revive if dead, else full heal",Once,—,Direct
Set 10,Illaoi,5 Gold,APTank,ILLBEATS,,Bruiser,,1,Tentacle-Slamming Bruiser,"Passive: Every 3/3/3 seconds, Illaoi's tentacles deal 60/60/500% Armor and Magic Resist magic damage to nearby enemies. Active: Gain 100/150/400 Armor and Magic Resist for 3.5 seconds. Revive or fully heal the lowest Health tentacle. Leap at the nearest enemy and deal 100/150/4000% Ability Power magic damage in a large circle 3/3/7 times as tentacles slam in unison.",3,Active,After Step 2,—,Self,Move,Nearest enemy,—,—,1,—,—,—,—,Self,Movement,(reposition),—,—,—,Once,—,Movement
Set 10,Illaoi,5 Gold,APTank,ILLBEATS,,Bruiser,,1,Tentacle-Slamming Bruiser,"Passive: Every 3/3/3 seconds, Illaoi's tentacles deal 60/60/500% Armor and Magic Resist magic damage to nearby enemies. Active: Gain 100/150/400 Armor and Magic Resist for 3.5 seconds. Revive or fully heal the lowest Health tentacle. Leap at the nearest enemy and deal 100/150/4000% Ability Power magic damage in a large circle 3/3/7 times as tentacles slam in unison.",4,Active,After Step 3,—,Self,Circle AOE,Self,centred,unknown,1,3/3/7,—,Consecutive,—,Enemies in area,Attack,Damage,100/150/4000% AP,—,—,Once,—,AOE
Set 10,Evelynn,1 Gold,APReaper,K/DA,,Crowd Diver,,1,Decaying-Haste Reaper,"Deal 200/300/450% Ability Power magic damage to the current target. Gain 150/150/150% Attack Speed that decays over 4/4/4 seconds. While active, attacks restore 25/30/35 Health.",1,Active,On Cast,—,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Attack,Damage,200/300/450% AP,—,—,Once,—,Direct
Set 10,Evelynn,1 Gold,APReaper,K/DA,,Crowd Diver,,1,Decaying-Haste Reaper,"Deal 200/300/450% Ability Power magic damage to the current target. Gain 150/150/150% Attack Speed that decays over 4/4/4 seconds. While active, attacks restore 25/30/35 Health.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,Attack Speed,150/150/150%,Decay,decays to 0 over the duration,Once,4/4/4,Direct
Set 10,Evelynn,1 Gold,APReaper,K/DA,,Crowd Diver,,1,Decaying-Haste Reaper,"Deal 200/300/450% Ability Power magic damage to the current target. Gain 150/150/150% Attack Speed that decays over 4/4/4 seconds. While active, attacks restore 25/30/35 Health.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Status,Empowered,—,—,—,Once,4/4/4,Direct
Set 10,Evelynn,1 Gold,APReaper,K/DA,,Crowd Diver,,1,Decaying-Haste Reaper,"Deal 200/300/450% Ability Power magic damage to the current target. Gain 150/150/150% Attack Speed that decays over 4/4/4 seconds. While active, attacks restore 25/30/35 Health.",2,Active,On Attack,If Empowered,Self,Bonus on AA,Current,—,—,1,—,—,—,—,Self,Buff,Heal,25/30/35,—,—,Once,—,On-Hit
Set 10,Lillia,1 Gold,APTank,K/DA,,Superfan,Sentinel,1,Splash-Heal Sentinel,Deal 180/270/400% Ability Power magic damage to adjacent enemies. Heal Lillia for 180/220/260% Ability Power and her nearest ally for 90/110/130% Ability Power.,1,Active,On Cast,—,Self,Circle AOE,Self,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,180/270/400% AP,—,—,Once,—,AOE
Set 10,Lillia,1 Gold,APTank,K/DA,,Superfan,Sentinel,1,Splash-Heal Sentinel,Deal 180/270/400% Ability Power magic damage to adjacent enemies. Heal Lillia for 180/220/260% Ability Power and her nearest ally for 90/110/130% Ability Power.,1,Active,On Cast,—,Self,Circle AOE,Self,centred,Circle 1 hex,1,1,—,—,—,Self,Buff,Heal,180/220/260% AP,—,—,Once,—,AOE
Set 10,Lillia,1 Gold,APTank,K/DA,,Superfan,Sentinel,1,Splash-Heal Sentinel,Deal 180/270/400% Ability Power magic damage to adjacent enemies. Heal Lillia for 180/220/260% Ability Power and her nearest ally for 90/110/130% Ability Power.,2,Active,After Step 1,—,Self,Cast,Nearest ally,—,—,1,—,—,—,—,Same to Aim Target,Buff,Heal,90/110/130% AP,—,—,Once,—,Direct
Set 10,Bard,2 Gold,APCarry,Jazz,,Dazzler,,4,Random-Note Dazzler,Play a 4/4/4-note tune at random using 3 possible notes: Doot - Deal 200/300/450% Ability Power magic damage to the current target. Chime - Heal the lowest Health ally for 120/150/180% Ability Power Health. Tip - Drop 1/1/1 gold and play another note. (3/3/3 Gold in Hyper Roll).,1,Active,On Cast,If note is Doot,Self,Cast,Current,—,—,4,4/4/4,—,Consecutive,—,Same to Aim Target,Attack,Damage,200/300/450% AP,—,—,Once,—,Direct
Set 10,Bard,2 Gold,APCarry,Jazz,,Dazzler,,4,Random-Note Dazzler,Play a 4/4/4-note tune at random using 3 possible notes: Doot - Deal 200/300/450% Ability Power magic damage to the current target. Chime - Heal the lowest Health ally for 120/150/180% Ability Power Health. Tip - Drop 1/1/1 gold and play another note. (3/3/3 Gold in Hyper Roll).,1,Active,On Cast,If note is Chime,Self,Cast,Lowest-HP Ally,—,—,4,4/4/4,—,Consecutive,—,Same to Aim Target,Buff,Heal,120/150/180% AP,—,—,Once,—,Direct
Set 10,Bard,2 Gold,APCarry,Jazz,,Dazzler,,4,Random-Note Dazzler,Play a 4/4/4-note tune at random using 3 possible notes: Doot - Deal 200/300/450% Ability Power magic damage to the current target. Chime - Heal the lowest Health ally for 120/150/180% Ability Power Health. Tip - Drop 1/1/1 gold and play another note. (3/3/3 Gold in Hyper Roll).,1,Active,On Cast,If note is Tip,Self,Cast,Self,—,—,4,4/4/4,—,Consecutive,—,Self,Buff,Gold,1/1/1,Stacking,+1 extra note per Tip (3 Gold in Hyper Roll),Once,—,Direct
Set 10,Kai'Sa,2 Gold,ADCarry,K/DA,,Big Shot,,6,Dash-and-Missile Big Shot,Dash up to 2 hexes and fire a missile at the current target. It deals 290/290/300% Attack Damage plus 40/60/90% Ability Power physical damage to the first enemy hit.,1,Active,On Cast,—,Self,Move,Current,—,—,6,—,—,—,—,Self,Movement,(reposition),—,—,up to 2 hexes,Once,—,Movement
Set 10,Kai'Sa,2 Gold,ADCarry,K/DA,,Big Shot,,6,Dash-and-Missile Big Shot,Dash up to 2 hexes and fire a missile at the current target. It deals 290/290/300% Attack Damage plus 40/60/90% Ability Power physical damage to the first enemy hit.,2,Active,After Step 1,—,Self,First hit Projectile,Current,default,default,6,1,—,—,—,First hit enemy,Attack,Damage,290/290/300% AD + 40/60/90% AP,—,—,Once,—,Projectile
Set 10,Seraphine,2 Gold,APCaster,K/DA,,Spellweaver,,4,Clump-Note Spellweaver,Send a high note to the largest clump of units that hits all units within 1 hex. Enemies take 140/210/315% Ability Power magic damage. Allies heal for 80/120/160% Ability Power Health.,1,Active,On Cast,—,Self,Circle AOE,Clustered,centred,Circle 1 hex,4,1,—,—,—,Enemies in area,Attack,Damage,140/210/315% AP,—,—,Once,—,AOE
Set 10,Seraphine,2 Gold,APCaster,K/DA,,Spellweaver,,4,Clump-Note Spellweaver,Send a high note to the largest clump of units that hits all units within 1 hex. Enemies take 140/210/315% Ability Power magic damage. Allies heal for 80/120/160% Ability Power Health.,1,Active,On Cast,—,Self,Circle AOE,Clustered,centred,Circle 1 hex,4,1,—,—,—,Allies in area,Buff,Heal,80/120/160% AP,—,—,Once,—,AOE
Set 10,Miss Fortune,3 Gold,ADCaster,Jazz,,Big Shot,,5,Two-Target Big Shot,"Deal 280/280/290% Attack Damage physical damage to the current target and 180/180/180% Attack Damage physical damage to the closest enemy behind them. If either die, gain 40/40/40% Ability Power Attack Speed for 4/4/4 seconds.",1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,5,1,—,—,—,Same to Aim Target,Attack,Damage,280/280/290% AD,—,—,Once,—,Projectile
Set 10,Miss Fortune,3 Gold,ADCaster,Jazz,,Big Shot,,5,Two-Target Big Shot,"Deal 280/280/290% Attack Damage physical damage to the current target and 180/180/180% Attack Damage physical damage to the closest enemy behind them. If either die, gain 40/40/40% Ability Power Attack Speed for 4/4/4 seconds.",2,Active,After Step 1,—,Self,Homing Projectile,Closest enemy behind Step 1 Aim target,default,default,5,1,—,—,—,Same to Aim Target,Attack,Damage,180/180/180% AD,—,—,Once,—,Projectile
Set 10,Miss Fortune,3 Gold,ADCaster,Jazz,,Big Shot,,5,Two-Target Big Shot,"Deal 280/280/290% Attack Damage physical damage to the current target and 180/180/180% Attack Damage physical damage to the closest enemy behind them. If either die, gain 40/40/40% Ability Power Attack Speed for 4/4/4 seconds.",3,Active,On Kill,—,Self,Cast,Self,—,—,5,—,—,—,—,Self,Buff,Attack Speed,40/40/40% AP,—,—,Once,4/4/4,Direct
Set 10,Neeko,3 Gold,APTank,K/DA,,Superfan,Guardian,1,Cosplay Shield Guardian,"Cosplay the highest Health ally and gain a 250/300/350% Ability Power Shield + 6/6/6% of the ally's Health for 4/4/4 seconds. When it breaks, deal 70/90/115% of its initial value as magic damage to adjacent enemies.",1,Active,On Cast,—,Self,Cast,Highest-HP Ally,—,—,1,—,—,—,—,Self,Buff,Shield,250/300/350% AP + 6/6/6% of the ally's HP,Derived,part of the shield scales off the cosplayed ally's Health,Once,4/4/4,Direct
Set 10,Neeko,3 Gold,APTank,K/DA,,Superfan,Guardian,1,Cosplay Shield Guardian,"Cosplay the highest Health ally and gain a 250/300/350% Ability Power Shield + 6/6/6% of the ally's Health for 4/4/4 seconds. When it breaks, deal 70/90/115% of its initial value as magic damage to adjacent enemies.",2,Active,On Shield Expire,—,Self,Circle AOE,Self,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,70/90/115% of the shield's initial value,Derived,of the Step 1 shield's initial value,Once,—,AOE
Set 10,Ahri,4 Gold,APCaster,K/DA,,Spellweaver,,5,Kiss-Memory Spellweaver,"Blow a kiss at the current target. It deals 275/410/820% Ability Power magic damage and briefly Stuns them. If the target has been kissed before, deal 480/720/1440% Ability Power magic damage instead.",1,Active,On Cast,If Target Not Kissed,Self,Homing Projectile,Current,default,default,5,1,—,—,—,Same to Aim Target,Attack,Damage,275/410/820% AP,—,—,Once,—,Projectile
Set 10,Ahri,4 Gold,APCaster,K/DA,,Spellweaver,,5,Kiss-Memory Spellweaver,"Blow a kiss at the current target. It deals 275/410/820% Ability Power magic damage and briefly Stuns them. If the target has been kissed before, deal 480/720/1440% Ability Power magic damage instead.",1,Active,On Cast,If Target Not Kissed,Self,Homing Projectile,Current,default,default,5,1,—,—,—,Same to Aim Target,Status,Mark,—,—,kissed,Once,Permanent,Projectile
Set 10,Ahri,4 Gold,APCaster,K/DA,,Spellweaver,,5,Kiss-Memory Spellweaver,"Blow a kiss at the current target. It deals 275/410/820% Ability Power magic damage and briefly Stuns them. If the target has been kissed before, deal 480/720/1440% Ability Power magic damage instead.",1,Active,On Cast,If Target Not Kissed,Self,Homing Projectile,Current,default,default,5,1,—,—,—,Same to Aim Target,Status,Stun,—,—,—,Once,unknown,Projectile
Set 10,Ahri,4 Gold,APCaster,K/DA,,Spellweaver,,5,Kiss-Memory Spellweaver,"Blow a kiss at the current target. It deals 275/410/820% Ability Power magic damage and briefly Stuns them. If the target has been kissed before, deal 480/720/1440% Ability Power magic damage instead.",1,Active,On Cast,If Target Kissed,Self,Homing Projectile,Current,default,default,5,1,—,—,—,Same to Aim Target,Attack,Damage,480/720/1440% AP,—,—,Once,—,Projectile
Set 10,Ahri,4 Gold,APCaster,K/DA,,Spellweaver,,5,Kiss-Memory Spellweaver,"Blow a kiss at the current target. It deals 275/410/820% Ability Power magic damage and briefly Stuns them. If the target has been kissed before, deal 480/720/1440% Ability Power magic damage instead.",1,Active,On Cast,If Target Kissed,Self,Homing Projectile,Current,default,default,5,1,—,—,—,Same to Aim Target,Status,Stun,—,—,—,Once,unknown,Projectile
Set 10,Lucian,5 Gold,ADCarry,Jazz,,Rapidfire,,5,Fourteen-Shot Rapidfire,"Fire 14 shots toward the furthest enemy. Each shot explodes on the first enemy hit, dealing 60/60/1000% Attack Damage plus 20/30/100% Ability Power physical damage to all nearby enemies and reducing their Armor by 3/5/20 for the rest of combat. If Arpeggio ends early, gain Mana based on the number of unused shots.",1,Active,On Cast,—,Self,First hit Projectile,Farthest,default,default,5,14,—,Consecutive,—,—,—,—,—,—,—,—,—,Projectile
Set 10,Lucian,5 Gold,ADCarry,Jazz,,Rapidfire,,5,Fourteen-Shot Rapidfire,"Fire 14 shots toward the furthest enemy. Each shot explodes on the first enemy hit, dealing 60/60/1000% Attack Damage plus 20/30/100% Ability Power physical damage to all nearby enemies and reducing their Armor by 3/5/20 for the rest of combat. If Arpeggio ends early, gain Mana based on the number of unused shots.",2,Active,On Projectile Hit,—,Step 1 Projectile,Circle AOE,Hex That Projectile Hit,centred,Circle 1 hex,5,1,—,—,—,Enemies in area,Attack,Damage,60/60/1000% AD + 20/30/100% AP,—,—,Once,—,AOE
Set 10,Lucian,5 Gold,ADCarry,Jazz,,Rapidfire,,5,Fourteen-Shot Rapidfire,"Fire 14 shots toward the furthest enemy. Each shot explodes on the first enemy hit, dealing 60/60/1000% Attack Damage plus 20/30/100% Ability Power physical damage to all nearby enemies and reducing their Armor by 3/5/20 for the rest of combat. If Arpeggio ends early, gain Mana based on the number of unused shots.",2,Active,On Projectile Hit,—,Step 1 Projectile,Circle AOE,Hex That Projectile Hit,centred,Circle 1 hex,5,1,—,—,—,Enemies in area,Debuff,DEF,3/5/20,—,"Armor, for the rest of combat",Once,Permanent,AOE
Set 10,Lucian,5 Gold,ADCarry,Jazz,,Rapidfire,,5,Fourteen-Shot Rapidfire,"Fire 14 shots toward the furthest enemy. Each shot explodes on the first enemy hit, dealing 60/60/1000% Attack Damage plus 20/30/100% Ability Power physical damage to all nearby enemies and reducing their Armor by 3/5/20 for the rest of combat. If Arpeggio ends early, gain Mana based on the number of unused shots.",3,Active,On Cast Expire,If Arpeggio ended early,Self,Cast,Self,—,—,5,—,—,—,—,Self,Buff,Mana,unknown,Derived,per unused shot,Once,—,Direct
Set 10,Akali (K/DA),4 Gold,ADReaper,K/DA,,Executioner,Breakout,1,Mark-and-Dash Executioner,"Throw a shuriken at the farthest unmarked target, marking them. Dash to every marked enemy, striking them for 190/190/380% Attack Damage physical damage and dealing 80/120/400% Ability Power physical damage to enemies dashed through.",1,Active,On Cast,—,Self,Homing Projectile,Farthest unmarked enemy,default,default,1,1,—,—,—,Same to Aim Target,Status,Mark,—,—,—,Once,Permanent,Projectile
Set 10,Akali (K/DA),4 Gold,ADReaper,K/DA,,Executioner,Breakout,1,Mark-and-Dash Executioner,"Throw a shuriken at the farthest unmarked target, marking them. Dash to every marked enemy, striking them for 190/190/380% Attack Damage physical damage and dealing 80/120/400% Ability Power physical damage to enemies dashed through.",2,Active,After Step 1,—,Self,Charge,Marked enemies,default,default,1,unknown,—,Consecutive,—,Same to Aim Target,Attack,Damage,190/190/380% AD,Stacking,one dash per mark; +1 mark per cast,Once,—,Charge
Set 10,Akali (K/DA),4 Gold,ADReaper,K/DA,,Executioner,Breakout,1,Mark-and-Dash Executioner,"Throw a shuriken at the farthest unmarked target, marking them. Dash to every marked enemy, striking them for 190/190/380% Attack Damage physical damage and dealing 80/120/400% Ability Power physical damage to enemies dashed through.",2,Active,After Step 1,—,Self,Charge,Marked enemies,default,default,1,unknown,—,Consecutive,—,Enemies in path,Attack,Damage,80/120/400% AP,—,—,Once,—,Charge
Set 10,Akali (True Damage),4 Gold,ADReaper,True Damage,,Executioner,Breakout,1,Mark-and-Dash Executioner,"Throw a shuriken at the farthest unmarked target, marking them. Dash to every marked enemy, striking them for 190/190/380% Attack Damage physical damage and dealing 80/120/400% Ability Power physical damage to enemies dashed through.",1,Active,On Cast,—,Self,Homing Projectile,Farthest unmarked enemy,default,default,1,1,—,—,—,Same to Aim Target,Status,Mark,—,—,—,Once,Permanent,Projectile
Set 10,Akali (True Damage),4 Gold,ADReaper,True Damage,,Executioner,Breakout,1,Mark-and-Dash Executioner,"Throw a shuriken at the farthest unmarked target, marking them. Dash to every marked enemy, striking them for 190/190/380% Attack Damage physical damage and dealing 80/120/400% Ability Power physical damage to enemies dashed through.",2,Active,After Step 1,—,Self,Charge,Marked enemies,default,default,1,unknown,—,Consecutive,—,Same to Aim Target,Attack,Damage,190/190/380% AD,Stacking,one dash per mark; +1 mark per cast,Once,—,Charge
Set 10,Akali (True Damage),4 Gold,ADReaper,True Damage,,Executioner,Breakout,1,Mark-and-Dash Executioner,"Throw a shuriken at the farthest unmarked target, marking them. Dash to every marked enemy, striking them for 190/190/380% Attack Damage physical damage and dealing 80/120/400% Ability Power physical damage to enemies dashed through.",2,Active,After Step 1,—,Self,Charge,Marked enemies,default,default,1,unknown,—,Consecutive,—,Enemies in path,Attack,Damage,80/120/400% AP,—,—,Once,—,Charge
Set 10,Jinx,1 Gold,ADCarry,Punk,,Rapidfire,,4,Weapon-Swapping Rapidfire,Passive Minigun: Attacks grant 0.04/0.04/0.04% Ability Power Attack Speed. Passive Rocket Launcher: Attacks deal 50/50/50% Attack Damage bonus physical damage. Active: Swap between Minigun and Rocket Launcher.,0.1,Passive,On Attack,If Minigun,Self,Bonus on AA,Current,—,—,4,—,—,—,—,Self,Buff,Attack Speed,0.04/0.04/0.04% AP,Stacking,—,Once,Permanent,On-Hit
Set 10,Jinx,1 Gold,ADCarry,Punk,,Rapidfire,,4,Weapon-Swapping Rapidfire,Passive Minigun: Attacks grant 0.04/0.04/0.04% Ability Power Attack Speed. Passive Rocket Launcher: Attacks deal 50/50/50% Attack Damage bonus physical damage. Active: Swap between Minigun and Rocket Launcher.,0.2,Passive,On Attack,If Rocket Launcher,Self,Bonus on AA,Current,—,—,4,—,—,—,—,Same to Aim Target,Attack,Damage,50/50/50% AD,—,—,Once,—,On-Hit
Set 10,Jinx,1 Gold,ADCarry,Punk,,Rapidfire,,4,Weapon-Swapping Rapidfire,Passive Minigun: Attacks grant 0.04/0.04/0.04% Ability Power Attack Speed. Passive Rocket Launcher: Attacks deal 50/50/50% Attack Damage bonus physical damage. Active: Swap between Minigun and Rocket Launcher.,1,Active,On Cast,—,Self,Cast,Self,—,—,4,—,—,—,—,Self,Status,Weapon Stance,—,—,swaps between Minigun and Rocket Launcher,Once,Permanent,Direct
Set 10,Vi,1 Gold,ADFighter,Punk,,Mosher,,1,Armor-Shredding Mosher,"Deal 330/330/330% Attack Damage physical damage to the current target, or 450/450/450% Attack Damage if they have more current Health than Vi. Stun them for 1.5/1.75/2 seconds and reduce their Armor by 15/18/20% Ability Power for the rest of combat.",1,Active,On Cast,If Target HP > Self HP,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Attack,Damage,450/450/450% AD,—,—,Once,—,Direct
Set 10,Vi,1 Gold,ADFighter,Punk,,Mosher,,1,Armor-Shredding Mosher,"Deal 330/330/330% Attack Damage physical damage to the current target, or 450/450/450% Attack Damage if they have more current Health than Vi. Stun them for 1.5/1.75/2 seconds and reduce their Armor by 15/18/20% Ability Power for the rest of combat.",1,Active,On Cast,If Target HP > Self HP,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Status,Stun,—,—,—,Once,1.5/1.75/2,Direct
Set 10,Vi,1 Gold,ADFighter,Punk,,Mosher,,1,Armor-Shredding Mosher,"Deal 330/330/330% Attack Damage physical damage to the current target, or 450/450/450% Attack Damage if they have more current Health than Vi. Stun them for 1.5/1.75/2 seconds and reduce their Armor by 15/18/20% Ability Power for the rest of combat.",1,Active,On Cast,If Target HP > Self HP,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Debuff,DEF,15/18/20% AP,—,"Armor, for the rest of combat",Once,Permanent,Direct
Set 10,Vi,1 Gold,ADFighter,Punk,,Mosher,,1,Armor-Shredding Mosher,"Deal 330/330/330% Attack Damage physical damage to the current target, or 450/450/450% Attack Damage if they have more current Health than Vi. Stun them for 1.5/1.75/2 seconds and reduce their Armor by 15/18/20% Ability Power for the rest of combat.",1,Active,On Cast,If Target HP <= Self HP,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Attack,Damage,330/330/330% AD,—,—,Once,—,Direct
Set 10,Vi,1 Gold,ADFighter,Punk,,Mosher,,1,Armor-Shredding Mosher,"Deal 330/330/330% Attack Damage physical damage to the current target, or 450/450/450% Attack Damage if they have more current Health than Vi. Stun them for 1.5/1.75/2 seconds and reduce their Armor by 15/18/20% Ability Power for the rest of combat.",1,Active,On Cast,If Target HP <= Self HP,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Status,Stun,—,—,—,Once,1.5/1.75/2,Direct
Set 10,Vi,1 Gold,ADFighter,Punk,,Mosher,,1,Armor-Shredding Mosher,"Deal 330/330/330% Attack Damage physical damage to the current target, or 450/450/450% Attack Damage if they have more current Health than Vi. Stun them for 1.5/1.75/2 seconds and reduce their Armor by 15/18/20% Ability Power for the rest of combat.",1,Active,On Cast,If Target HP <= Self HP,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Debuff,DEF,15/18/20% AP,—,"Armor, for the rest of combat",Once,Permanent,Direct
Set 10,Pantheon,2 Gold,ADTank,Punk,,Guardian,,1,Retaliation Guardian,"Reduce damage taken by 20% plus 25/25/30% (Ability Power) for 2.5 seconds. Afterwards, deal 200% Attack Damage physical damage to the 3 enemies who dealt the most damage to Pantheon during the duration.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,Damage Reduction,20% + 25/25/30% AP,—,—,Once,2.5,Direct
Set 10,Pantheon,2 Gold,ADTank,Punk,,Guardian,,1,Retaliation Guardian,"Reduce damage taken by 20% plus 25/25/30% (Ability Power) for 2.5 seconds. Afterwards, deal 200% Attack Damage physical damage to the 3 enemies who dealt the most damage to Pantheon during the duration.",2,Active,On Cast Expire,—,Self,Cast,3 enemies that damaged Self most,—,—,1,3,—,At Once,—,Same to Aim Target,Attack,Damage,200% AD,—,—,Once,—,Direct
Set 10,Twitch,2 Gold,ADCaster,Punk,,Executioner,,4,Shard-Bottle Executioner,"Throw a bottle at the current target, which deals 250/250/250% Attack Damage physical damage to enemies within 1 hex. It explodes into 4/4/4 shards; each dealing 35/50/80% Ability Power magic damage to a random enemy within 2 hexes. Each enemy critically struck by the bottle creates 1/1/1 more shard.",1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,4,1,—,—,—,—,—,—,—,—,—,—,—,Projectile
Set 10,Twitch,2 Gold,ADCaster,Punk,,Executioner,,4,Shard-Bottle Executioner,"Throw a bottle at the current target, which deals 250/250/250% Attack Damage physical damage to enemies within 1 hex. It explodes into 4/4/4 shards; each dealing 35/50/80% Ability Power magic damage to a random enemy within 2 hexes. Each enemy critically struck by the bottle creates 1/1/1 more shard.",2,Active,On Projectile Hit,—,Step 1 Projectile,Circle AOE,Hex That Projectile Hit,centred,Circle 1 hex,4,1,—,—,—,Enemies in area,Attack,Damage,250/250/250% AD,—,—,Once,—,AOE
Set 10,Twitch,2 Gold,ADCaster,Punk,,Executioner,,4,Shard-Bottle Executioner,"Throw a bottle at the current target, which deals 250/250/250% Attack Damage physical damage to enemies within 1 hex. It explodes into 4/4/4 shards; each dealing 35/50/80% Ability Power magic damage to a random enemy within 2 hexes. Each enemy critically struck by the bottle creates 1/1/1 more shard.",3,Active,After Step 2,—,Step 1 Projectile,Homing Projectile,Random (2 hex of Current),default,default,4,4/4/4,—,At Once,—,Same to Aim Target,Attack,Damage,35/50/80% AP,Stacking,+1/1/1 shard per enemy critically struck by the bottle,Once,—,Projectile
Set 10,Olaf,1 Gold,ADTank,Pentakill,,Bruiser,,1,Missing-Health Bruiser,"Passive: Heal 20/25/35% Ability Power Health on attack. For every 1% missing Health, gain bonus Attack Speed that scales with max Health.",0.1,Passive,On Attack,—,Self,Bonus on AA,Current,—,—,1,—,—,—,—,Self,Buff,Heal,20/25/35% AP,—,—,Once,—,On-Hit
Set 10,Olaf,1 Gold,ADTank,Pentakill,,Bruiser,,1,Missing-Health Bruiser,"Passive: Heal 20/25/35% Ability Power Health on attack. For every 1% missing Health, gain bonus Attack Speed that scales with max Health.",0.2,Passive,Game Start,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,Attack Speed,0.15% max HP,Per Stack,per 1% missing Health,Once,Permanent,Direct
